,cost_time,reward
0,27.406195402145386,13.308934169278727
1,34.629403829574585,19.811801242235653
2,28.5961434841156,-0.06941747572805057
3,29.793404817581177,-0.17239747634067987
4,36.28337621688843,3.9196969696969077
5,35.27519083023071,30.61119402985034
6,35.04493546485901,13.22424242424216
7,48.114768266677856,19.991077441076875
8,33.11567306518555,71.26794019933627
9,26.830565214157104,-0.33178807947021743
10,24.735994577407837,-0.27148594377516627
11,45.59417510032654,27.29576271186416
12,27.371684074401855,-0.1333333333334138
13,47.00966835021973,59.69999999999921
14,33.217047452926636,8.919863013698336
15,33.39242601394653,23.73082191780777
16,32.97015929222107,25.178985507245923
17,41.11022710800171,64.95362318840557
18,32.45789408683777,12.385964912280294
19,33.06760621070862,26.361971830985546
20,28.511478900909424,-0.256779661016839
21,32.23849606513977,0.5082191780822092
22,33.11086654663086,23.77516556291359
23,26.264997005462646,-0.10714285714276739
24,32.42654061317444,27.536440677965622
25,46.41145920753479,76.08181818181839
26,34.31988501548767,36.73591549295727
27,47.27195501327515,57.250684931506356
28,32.40339994430542,20.556939501778917
29,31.91205906867981,76.47861952861999
30,27.384110689163208,-0.43502109704635417
31,32.659714698791504,26.87037037036993
32,32.16171455383301,29.753736654803802
33,81.53512644767761,160.56311475410223
34,32.88890552520752,87.4949640287774
35,63.983642578125,147.9049295774666
36,42.082473039627075,39.610169491524736
37,23.49396014213562,-0.35902527075813784
38,53.82268452644348,242.99831649831924
39,32.55598258972168,-0.2663934426229042
40,39.57587933540344,24.616666666666166
41,39.5315420627594,160.58571428571526
42,24.80413317680359,-0.012280701754391998
43,38.391358375549316,24.451374570446287
44,45.924166679382324,0.9750936329586535
45,40.707931995391846,85.12669902912758
46,32.65567350387573,16.34150326797346
47,43.10462427139282,180.70974025974257
48,33.256556034088135,120.92773851590239
49,43.339192152023315,59.71390532544319
50,33.367307901382446,54.36993127147722
51,33.24633836746216,36.860344827585855
52,43.999494791030884,166.81935483871084
53,57.151273250579834,482.13828996281785
54,41.48637557029724,85.42142857142875
55,33.04159593582153,74.84829931972862
56,88.66527891159058,408.43571428571624
57,59.35469889640808,318.9058718861208
58,33.1644549369812,93.29283154121906
59,47.19520115852356,239.40405405405662
60,43.13009238243103,75.26532567049767
61,70.86239790916443,525.2117647058745
62,75.25785398483276,642.2999999999884
63,45.89173126220703,263.3536544850525
64,49.423370361328125,240.13758865248434
65,50.948169231414795,492.6648148148096
66,58.3597526550293,290.54324324324796
67,32.868552923202515,7.516901408450304
68,67.99385643005371,401.1635738831576
69,34.41442584991455,81.83787878787984
70,62.117066621780396,284.1203703703738
71,33.458916425704956,144.05583941605937
72,32.08228588104248,248.91278195488925
73,31.99525499343872,205.36828793774467
74,55.06020927429199,289.4071428571462
75,32.345081090927124,102.53417721519115
76,32.803152084350586,85.88788927335797
77,45.85742449760437,390.81063122923166
78,40.36127829551697,235.64838709677582
79,64.8522720336914,659.0006802721005
80,86.32867932319641,925.2929065743826
81,32.29074788093567,188.38223443223586
82,32.4859733581543,148.30269360269517
83,39.60068464279175,442.3018518518469
84,32.074644327163696,271.08687707641377
85,70.42710161209106,684.6894197952063
86,82.7537989616394,763.678947368403
87,41.28863453865051,282.7794820717154
88,38.58787989616394,201.851612903227
89,32.22478628158569,233.44215686274657
90,86.31531810760498,658.432258064503
91,47.495038747787476,309.14473684210776
92,32.462562561035156,281.9703296703309
93,85.84934854507446,898.6666666666526
94,79.7923264503479,771.2967741935353
95,31.749268770217896,192.63571428571603
96,31.74963355064392,175.2248120300768
97,31.886940717697144,180.0227272727288
98,32.85986137390137,191.65863309352648
99,32.94506812095642,246.5676470588254
100,31.799156188964844,255.98983050847625
101,44.95925450325012,397.76431095406025
102,43.45235633850098,373.5490353697722
103,34.02802300453186,442.39933993399086
104,46.34759569168091,507.87041800642567
105,39.34899401664734,439.17586206896067
106,61.3366641998291,498.7236933797824
107,36.820860147476196,290.9335820895541
108,81.60459399223328,937.1448051947871
109,46.537429332733154,430.0684981684946
110,85.6132276058197,800.8618705035799
111,87.92184972763062,1000.295847176064
112,40.46104431152344,254.93508771929896
113,24.50307607650757,-0.017241379310363847
114,46.58986186981201,434.85732899022474
115,31.82788586616516,29.663513513513013
116,35.09014320373535,387.2357142857128
117,66.39892387390137,745.0343434343322
118,32.07368755340576,345.38770764119477
119,48.50473093986511,494.34304207118953
120,32.24862742424011,101.34551971326344
121,32.6869580745697,210.74230769230917
122,32.67734098434448,141.44473684210675
123,19.447580337524414,8.961188811189487
124,32.661559104919434,103.63164983165134
125,32.45636796951294,142.76946308724987
126,32.58440709114075,225.28535031847315
127,40.332350730895996,477.4358490566004
128,86.97424674034119,1039.7184210526143
129,54.59657001495361,561.2558359621357
130,32.015679121017456,68.22420494699696
131,74.45775151252747,897.4859934853249
132,32.137539863586426,355.92358490565783
133,38.94309663772583,411.8054054054014
134,45.31182360649109,521.112587412585
135,33.10258460044861,327.2211864406791
136,83.18649077415466,793.6575471698038
137,22.126829385757446,87.79805653710312
138,33.154345989227295,116.5335616438372
139,28.666656970977783,68.58165467626009
140,66.30639290809631,691.8649659863837
141,38.871342182159424,441.31849816849325
142,81.62550806999207,1036.001612903212
143,35.266618728637695,363.88225255972486
144,52.11345148086548,681.6706896551632
145,32.84511923789978,19.52121212121184
146,48.57990574836731,695.053914590741
147,72.10330247879028,748.4743202416739
148,44.90015721321106,137.09113712374614
149,79.96242237091064,383.86299638988856
150,139.27357006072998,283.62459807074174
151,89.00291442871094,384.0381270902998
152,115.70531916618347,485.9969696969602
153,119.21197438240051,453.3001577287015
154,121.03234219551086,662.9240924092361
155,180.4534947872162,1072.684644194744
156,96.69259023666382,442.7235191637596
157,187.88147735595703,1093.149604743074
158,76.46496176719666,345.5323529411752
159,130.76061129570007,515.0559322033838
160,183.65711665153503,1118.5432835820686
161,173.66875672340393,954.8804878048647
162,86.56669926643372,101.18897338403222
163,209.58655047416687,1011.8934707903588
164,223.7914617061615,1122.7979591836615
165,71.39355969429016,380.1201492537287
166,98.62546896934509,34.47019867549614
167,91.39511561393738,79.72912457912562
168,79.13677024841309,16.39822064056908
169,103.47629594802856,489.8184210526274
170,258.2027394771576,1122.6999999999803
171,90.45873355865479,795.0236162361562
172,75.1372320652008,54.55069930070039
173,90.81537866592407,361.6225856697812
174,104.77715396881104,237.46073446327847
175,123.110187292099,382.49999999999835
176,182.872731924057,584.1130872483176
177,204.8175332546234,1182.2427480915912
178,194.03101778030396,1062.2681818181616
179,94.43287086486816,182.7167259786493
180,63.76301121711731,440.5862776025203
181,52.38941264152527,407.04692556633995
182,75.23736929893494,58.794366197183614
183,70.12331795692444,67.19561403508828
184,192.21645641326904,1128.6586330935033
185,76.94791841506958,94.93620689655256
186,78.36627531051636,93.2508771929843
187,177.56248450279236,1144.089679715288
188,119.26706171035767,399.7883720930208
189,269.24042320251465,1073.8466777408503
190,89.82024693489075,31.931578947369644
191,212.79718923568726,768.882624113468
192,134.1986048221588,337.835331230286
193,69.91788291931152,84.02142857143002
194,161.54895448684692,479.2040540540466
195,170.60351300239563,610.5703883495094
196,119.73658442497253,614.0006920415173
197,99.06710577011108,298.14922600619366
198,208.8020830154419,919.454838709668
199,68.92426705360413,37.423145400594194
200,246.903302192688,855.768339100332
201,88.16926956176758,464.2418918918892
202,85.31631445884705,185.24876325088488
203,85.17253971099854,137.2446619217097
204,118.5871651172638,306.52317073171105
205,201.70385551452637,1123.2064516128876
206,170.24479842185974,825.945890410946
207,100.58575940132141,246.60481927711135
208,81.36639499664307,168.2357142857159
209,110.64691281318665,452.5537037036994
210,60.367361068725586,188.99736842105412
211,101.47361516952515,457.54136690647044
212,237.5146291255951,773.688659793804
213,101.76393032073975,398.09691358024503
214,100.37949752807617,13.721014492753312
